title,genre_names,vote_average,vote_count,popularity
U Turn,Thriller,6.5,185.0,7.923639
The Locusts,"Drama, Romance",3.8,3.0,0.53204
The Matchmaker,"Comedy, Romance",6.1,18.0,3.742915
The Assignment,"Thriller, Action, Crime",6.6,41.0,4.233187
A Smile Like Yours,"Comedy, Romance",3.2,6.0,2.507368
Ulee's Gold,Drama,6.5,19.0,1.138972
The Ice Storm,Drama,6.9,181.0,7.146352
Stag,Thriller,5.8,6.0,0.854723
Chasing Amy,"Comedy, Drama, Romance",6.7,441.0,12.311564
Def Jam's How to Be a Player,"Comedy, Romance",5.4,9.0,0.883889
The Full Monty,Comedy,6.9,372.0,8.333322
Alive and Kicking,"Comedy, Drama",0.0,1.0,0.873828
Mrs Brown,"Drama, History, Romance",6.6,45.0,3.883913
I Know What You Did Last Summer,"Horror, Thriller, Mystery",5.6,698.0,7.417157
The Devil's Advocate,"Drama, Horror, Mystery, Thriller",7.2,1414.0,10.920124
RocketMan,"Comedy, Family, Science Fiction",5.4,36.0,5.345663
Playing God,"Drama, Action, Thriller, Crime",5.6,26.0,9.657642
The House of Yes,"Comedy, Drama",6.3,30.0,3.974374
"Fast, Cheap & Out of Control",Documentary,8.3,8.0,2.117703
Washington Square,"Drama, Romance",7.4,5.0,1.301573
Telling Lies In America,"Music, Drama",6.3,6.0,1.886677
Year of the Horse,"Documentary, Music",3.8,3.0,0.405805
Gattaca,"Thriller, Science Fiction, Mystery, Romance",7.5,1846.0,12.89312
FairyTale: A True Story,"Fantasy, Drama, Mystery, Family",6.2,25.0,3.553746
Phantoms,"Horror, Science Fiction, Thriller",5.2,110.0,10.754614
Swept from the Sea,"Drama, Romance",6.5,12.0,9.688237
Wonderland,Documentary,0.0,0.0,0.002635
A Life Less Ordinary,"Fantasy, Drama, Comedy, Thriller, Science Fiction, Romance",6.2,130.0,15.996171
Hurricane Streets,"Romance, Crime, Drama",4.8,4.0,0.629699
Eve's Bayou,Drama,6.3,29.0,1.461772
Switchback,"Action, Adventure, Mystery, Thriller",5.8,52.0,3.742824
Gang Related,"Action, Drama",6.5,32.0,2.592927
Stripes,"Action, Comedy",6.5,253.0,11.341505
Nenette and Boni,Drama,8.0,7.0,0.551124
Bean,Comedy,6.3,602.0,12.799853
Hugo Pool,"Comedy, Romance",5.2,16.0,2.44908
Mad City,"Action, Drama, Thriller",5.9,81.0,4.909738
One Night Stand,Drama,5.7,24.0,2.818802
The Tango Lesson,"Drama, Music, Romance, Foreign",6.4,5.0,0.192391
Welcome to Sarajevo,"War, Drama, History",6.5,22.0,7.999793
Deceiver,"Mystery, Crime, Drama, Thriller",6.6,16.0,2.833853
The Rainmaker,"Drama, Crime, Thriller",6.7,239.0,6.683398
Boogie Nights,Drama,7.5,812.0,7.595679
Witness,"Crime, Drama, Romance, Thriller",7.0,390.0,10.312017
Incognito,"Crime, Thriller",6.3,7.0,0.961088
Starship Troopers,"Adventure, Action, Thriller, Science Fiction",6.7,1584.0,14.412644
Critical Care,"Comedy, Drama",6.1,9.0,2.287762
The Joy Luck Club,Drama,7.1,34.0,3.01386
Chairman of the Board,Comedy,2.7,13.0,1.422904
Sliding Doors,"Comedy, Drama, Fantasy, Romance",6.6,363.0,9.7866
Mortal Kombat: Annihilation,"Action, Fantasy, Science Fiction",3.8,225.0,6.532498
The Truman Show,"Comedy, Drama",7.8,4702.0,13.155901
The Wings of the Dove,"Drama, Romance",6.9,34.0,3.377578
Mrs. Dalloway,"Drama, Romance",5.4,7.0,1.335544
"I Love You, I Love You Not","Drama, Family, Romance",5.0,10.0,0.380405
Red Corner,"Crime, Drama, Thriller",5.9,79.0,3.288944
The Jackal,"Action, Thriller, Adventure, Crime",6.1,536.0,11.131917
Anastasia,"Animation, Family",7.4,1481.0,11.911173
The Man Who Knew Too Little,"Comedy, Thriller, Crime, Action",6.5,126.0,4.827771
Alien: Resurrection,"Science Fiction, Horror, Action",5.9,1388.0,15.57784
Alien Escape,"Horror, Science Fiction",4.5,2.0,0.106499
Amistad,"Drama, History, Mystery",6.8,324.0,2.263584
The Apostle,Drama,6.1,39.0,9.21174
Artemisia,"Drama, History",6.2,10.0,0.989115
Bent,"Drama, History, Romance",6.3,34.0,3.546605
Bang,Drama,6.0,1.0,0.679528
The Boys,Comedy,5.4,7.0,0.530702
The Butcher Boy,"Comedy, Drama",6.7,36.0,7.801199
Deconstructing Harry,"Comedy, Drama",7.3,188.0,6.280515
Flubber,"Comedy, Family, Science Fiction",5.3,707.0,7.016942
For Richer or Poorer,Comedy,5.6,43.0,8.412203
Good Will Hunting,Drama,7.9,2880.0,15.064833
Guy,,6.0,1.0,0.60839
Tar,,0.0,0.0,0.001177
Home Alone 3,"Comedy, Family",5.1,632.0,8.04209
Ill Gotten Gains,Drama,0.0,0.0,0.001178
Man of Her Dreams,"Horror, Drama",0.0,0.0,0.79822
Midnight in the Garden of Good and Evil,"Crime, Drama, Mystery, Thriller",6.3,161.0,5.145907
MouseHunt,"Comedy, Family",6.2,297.0,6.456233
Never Met Picasso,,0.0,0.0,0.001746
Office Killer,"Comedy, Horror, Thriller",5.0,14.0,0.582559
Other Voices Other Rooms,Drama,10.0,1.0,0.03668
Scream 2,"Horror, Mystery",6.1,856.0,11.264845
Stranger in the House,Thriller,0.0,0.0,0.127077
The Sweet Hereafter,Drama,6.8,108.0,6.002992
Time Tracers,Science Fiction,0.0,0.0,0.001247
Titanic,"Drama, Romance, Thriller",7.5,7770.0,26.88907
Tomorrow Never Dies,"Adventure, Action, Thriller",6.0,941.0,17.159576
Twisted,Drama,4.5,1.0,0.516097
Full Speed,"Romance, Drama",6.6,4.0,0.384033
The Education of Little Tree,Drama,0.0,0.0,0.007123
The Postman,"Drama, Adventure",6.1,306.0,6.537407
The Horse Whisperer,"Drama, Romance",6.7,296.0,7.685548
The Winter Guest,Drama,6.9,10.0,0.923637
Jackie Brown,"Comedy, Crime, Romance",7.3,1580.0,16.415498
Kundun,Drama,6.8,92.0,5.01752
Mr. Magoo,"Comedy, Family",3.9,75.0,9.474269
The Big Lebowski,"Comedy, Crime",7.8,3001.0,15.952524
Afterglow,"Drama, Romance, Comedy",7.2,5.0,1.426289
My Life in Pink,"Drama, Comedy",7.2,28.0,3.237812
Great Expectations,"Comedy, Drama, Romance",6.4,131.0,9.941228
3 Ninjas: High Noon at Mega Mountain,"Action, Comedy, Family",3.9,38.0,3.014082
Men of Means,"Drama, Action",0.0,0.0,0.022078
Caught Up,"Drama, Thriller, Crime",4.3,4.0,5.824019
Arguing the World,,0.0,0.0,0.001188
Firestorm,"Action, Adventure, Thriller",4.7,17.0,1.537212
Senseless,"Comedy, Romance",5.8,76.0,6.253164
Wag the Dog,"Comedy, Drama",6.7,273.0,7.603652
Dark City,"Mystery, Science Fiction",7.2,838.0,12.851984
The Leading Man,"Thriller, Drama, Romance",0.0,0.0,0.004686
Star Kid,"Action, Adventure, Family, Science Fiction",4.9,16.0,1.079117
Hard Rain,Thriller,5.5,181.0,6.363405
Half Baked,"Comedy, Crime",6.4,179.0,7.022548
Fallen,"Thriller, Fantasy, Crime, Drama",6.6,346.0,6.381612
Shooting Fish,"Crime, Comedy, Romance",7.0,23.0,1.631288
The Prophecy II,"Fantasy, Horror, Thriller",5.9,49.0,7.747663
Fallen Angels,"Drama, Action, Romance",7.7,113.0,5.470351
Four Days in September,"Action, Drama, Foreign, History, Thriller",7.3,22.0,1.791965
Spice World,"Adventure, Fantasy, Drama, Comedy, Music",4.7,124.0,4.257516
Deep Rising,"Adventure, Action, Horror, Science Fiction",6.0,155.0,6.922458
Tainted,"Thriller, Comedy",5.5,2.0,0.076396
A Letter from Death Row,"Drama, Crime, Mystery",2.0,1.0,0.152449
Music from Another Room,"Comedy, Drama, Romance",5.7,14.0,1.131018
Mother and Son,Drama,7.6,14.0,1.046963
The Replacement Killers,"Action, Drama, Crime, Thriller",6.0,128.0,9.384887
B. Monkey,"Romance, Crime, Drama",5.8,14.0,2.399824
The Night Flier,"Mystery, Horror, Fantasy",5.7,60.0,7.146514
Blues Brothers 2000,"Music, Action, Comedy, Crime",5.2,166.0,13.162168
Tokyo Fist,"Romance, Action, Drama, Thriller",6.6,29.0,1.673946
Ride,Comedy,6.8,4.0,0.987366
The Wedding Singer,"Romance, Comedy",6.5,603.0,8.884035
Sphere,Science Fiction,5.8,483.0,7.124735
Ayn Rand: A Sense of Life,Documentary,7.2,3.0,0.13785
A Further Gesture,"Drama, Thriller, Romance",0.0,0.0,0.814147
Little City,"Comedy, Romance",6.0,1.0,0.036814
Palmetto,"Mystery, Thriller, Drama, Romance, Crime",5.7,29.0,4.475177
As Good as It Gets,"Comedy, Romance",7.2,946.0,9.374049
King of New York,"Thriller, Crime",6.5,130.0,11.230031
A Paralyzing Fear: The Story of Polio in America,Documentary,0.0,0.0,0.001188
Men with Guns,"Drama, Crime",0.0,0.0,0.004075
Twilight,"Drama, Crime, Mystery, Thriller",6.1,36.0,9.468224
U.S. Marshals,"Thriller, Crime, Action",6.2,383.0,8.462364
Welcome to Woop Woop,"Music, Comedy, Fantasy, Adventure",6.4,7.0,0.569827
Love and Death on Long Island,"Drama, Romance, Foreign",6.9,11.0,0.785094
Midaq Alley,Drama,6.4,12.0,3.304718
In God's Hands,Adventure,5.0,1.0,0.327559
Everest,"Adventure, Documentary",6.3,20.0,2.096835
Hush,"Drama, Thriller",5.9,44.0,8.753233
Suicide Kings,"Action, Comedy, Crime, Drama, Thriller",6.7,86.0,9.262719
The Man in the Iron Mask,"Action, Adventure, Drama",6.3,1052.0,7.960605
The Newton Boys,"Crime, Action, Drama",5.9,44.0,2.917013
Wild Things,Thriller,6.3,454.0,13.924623
Paulie,"Comedy, Family",6.0,83.0,3.913118
"A Cool, Dry Place","Drama, Romance",5.6,7.0,0.837313
Fireworks,"Crime, Drama",7.6,118.0,5.044722
Primary Colors,"Comedy, Drama",6.1,97.0,8.455425
"Niagara, Niagara","Drama, Romance",7.7,9.0,0.782772
Wide Awake,"Comedy, Drama, Family",5.2,12.0,2.976537
A Price Above Rubies,"Drama, Romance",5.9,6.0,2.783205
Eden,Drama,6.0,1.0,0.555276
Two Girls and a Guy,"Drama, Romance",5.4,25.0,4.967667
No Looking Back,"Drama, Comedy, Romance",5.8,4.0,0.77403
Storefront Hitchcock,Documentary,7.0,1.0,0.036965
The Proposition,"Drama, Romance",5.8,5.0,2.57622
The Object of My Affection,"Comedy, Drama, Romance",5.6,75.0,6.715856
Meet the Deedles,"Animation, Comedy, Family",4.1,19.0,7.336354
Homegrown,"Drama, Action, Comedy, Thriller, Crime",5.5,16.0,1.840984
The Players Club,Drama,6.2,15.0,5.519679
Barney's Great Adventure,Family,2.9,8.0,1.197711
The Big One,Documentary,6.2,24.0,2.238505
Chinese Box,"Drama, Romance",5.8,9.0,1.543766
Lost in Space,"Adventure, Family, Science Fiction",5.0,395.0,12.000579
Heaven's Burning,"Drama, Action, Thriller, Crime",5.1,5.0,0.467352
Mercury Rising,"Action, Crime, Drama, Thriller",6.0,374.0,6.644644
The Spanish Prisoner,"Crime, Drama, Mystery, Thriller",7.1,74.0,4.305735
City of Angels,"Drama, Fantasy, Romance",6.5,537.0,8.228219
The Last Days of Disco,"Comedy, Drama, Romance",6.8,50.0,8.666763
The Odd Couple II,"Adventure, Comedy",6.1,28.0,2.196028
My Giant,"Comedy, Drama, Family",5.1,33.0,6.422711
He Got Game,Drama,6.7,140.0,13.06943
The Gingerbread Man,Thriller,5.7,37.0,7.883472
Illtown,,5.0,1.0,0.141163
Slappy and the Stinkers,"Adventure, Family",5.6,16.0,0.920655
Live Flesh,"Drama, Romance, Thriller",7.2,89.0,6.715019
Zero Effect,"Comedy, Crime, Mystery, Thriller",6.0,56.0,3.621052
Nil by Mouth,Drama,7.1,35.0,3.035339
Ratchet,Thriller,0.0,0.0,0.001223
The Borrowers,"Adventure, Fantasy, Action, Comedy, Family",5.8,136.0,14.924667
Prince Valiant,"Adventure, Fantasy",4.7,10.0,1.74053
"I Love You, Don't Touch Me!","Comedy, Romance",6.0,1.0,0.090048
Leather Jacket Love Story,"Drama, Comedy, Romance",9.0,2.0,0.488656
Love Walked In,"Drama, Thriller",6.0,1.0,0.376985
"An Alan Smithee Film: Burn, Hollywood, Burn",Comedy,3.0,9.0,1.453096
Kissing a Fool,"Comedy, Romance",5.9,16.0,9.275956
Krippendorf's Tribe,"Comedy, Drama, Family",4.3,28.0,3.177318
Kurt & Courtney,"Documentary, Music",5.9,30.0,1.362407
The Real Blonde,"Comedy, Drama, Romance",5.5,13.0,2.520458
Mr. Nice Guy,"Crime, Action, Comedy",6.2,129.0,6.183021
Taste of Cherry,Drama,7.1,78.0,7.894941
Character,"Drama, Foreign, History",7.7,25.0,1.221677
Junk Mail,"Comedy, Thriller",5.7,6.0,0.336763
Species II,"Science Fiction, Action, Horror",4.5,161.0,13.495247
Major League: Back to the Minors,Comedy,4.3,20.0,8.207548
Sour Grapes,Comedy,5.9,9.0,1.684341
Wild Man Blues,"Music, Documentary",6.2,5.0,0.312753
The Big Hit,"Action, Adventure, Comedy, Thriller",6.1,112.0,5.975082
Tarzan and the Lost City,"Action, Adventure",3.3,10.0,0.740462
Black Dog,"Action, Adventure, Thriller",5.2,45.0,4.4467
"Dancer, Texas Pop. 81","Comedy, Drama, Family",10.0,1.0,0.567444
A Friend of the Deceased,"Drama, Comedy",5.0,3.0,0.117304
Go Now,"Romance, Drama, TV Movie",0.0,0.0,0.153884
Les Misérables,"Crime, Drama, History, Romance",7.1,157.0,12.238488
Still Breathing,"Comedy, Drama, Romance",5.2,9.0,1.161851
Clockwatchers,"Comedy, Drama",5.6,13.0,1.885671
Deep Impact,"Action, Drama, Romance",5.9,870.0,11.644633
Little Men,,0.0,0.0,0.004228
Woo,"Comedy, Romance",5.5,10.0,2.326115
The Hanging Garden,Drama,5.7,9.0,0.437883
Lawn Dogs,Drama,7.3,32.0,4.255263
Quest for Camelot,"Fantasy, Animation, Drama, Romance, Family",6.9,193.0,13.02535
Godzilla,"Science Fiction, Action, Thriller",5.3,1075.0,11.295121
Bulworth,"Comedy, Drama",6.3,66.0,3.385342
Fear and Loathing in Las Vegas,"Adventure, Drama, Comedy",7.2,1321.0,9.220346
The Opposite of Sex,"Comedy, Drama",5.9,56.0,14.734622
I Got the Hook Up,"Action, Comedy",5.4,8.0,0.993716
Almost Heroes,"Action, Adventure, Comedy, Western",5.5,57.0,8.92689
Hope Floats,"Drama, Romance",5.8,82.0,6.54478
Insomnia,"Crime, Drama, Thriller",6.6,55.0,3.722295
Little Boy Blue,"Drama, Thriller",7.4,3.0,1.40335
The Ugly,"Horror, Thriller",5.9,14.0,0.774609
A Perfect Murder,"Crime, Thriller, Drama",6.3,320.0,9.430812
Beyond Silence,Drama,6.5,12.0,1.923957
Six Days Seven Nights,"Action, Adventure, Comedy, Romance",5.6,343.0,18.324219
Can't Hardly Wait,"Comedy, Drama, Romance",6.1,122.0,6.426937
Cousin Bette,"Comedy, Drama, Romance",5.9,10.0,1.304145
High Art,"Drama, Romance",6.3,32.0,7.601439
The Land Girls,"Drama, Romance, War",7.0,3.0,1.514441
Passion in the Desert,"Drama, Adventure",5.8,5.0,0.396851
Children of Heaven,"Drama, Comedy, Family",7.8,113.0,7.523517
Dear Jesse,,0.0,0.0,0.001354
Dream for an Insomniac,"Romance, Comedy, Drama",6.1,12.0,5.540427
Hav Plenty,"Action, Comedy, Romance, Science Fiction, Thriller",0.0,0.0,0.017501
Henry Fool,"Comedy, Drama",6.9,29.0,1.786768
Marie from the Bay of Angels,"Drama, Romance",4.0,3.0,0.171616
Mr. Jealousy,"Comedy, Romance",6.1,10.0,0.728872
Mulan,"Animation, Family, Adventure",7.6,2089.0,21.180857
Resurrection Man,"Thriller, Crime, Drama",7.0,2.0,0.543985
The X Files,"Mystery, Science Fiction, Thriller",6.6,494.0,12.311615
I Went Down,"Action, Comedy, Crime",6.5,2.0,0.559621
Doctor Dolittle,"Comedy, Family, Fantasy",5.4,705.0,9.439079
Out of Sight,"Romance, Comedy, Crime",6.5,338.0,7.349812
Picnic at Hanging Rock,"Thriller, Drama, Mystery",7.1,156.0,6.811264
Smoke Signals,"Drama, Comedy",6.7,25.0,2.270828
Voyage to the Beginning of the World,"Drama, Foreign",6.0,5.0,1.536254
Buffalo '66,"Romance, Comedy, Crime, Drama",7.2,172.0,9.167761
Armageddon,"Action, Thriller, Science Fiction, Adventure",6.5,2540.0,13.235112
Lethal Weapon 4,"Action, Adventure, Comedy, Crime, Thriller",6.3,782.0,14.470551
Madeline,"Comedy, Drama, Family",5.1,46.0,2.847458
Small Soldiers,"Comedy, Adventure, Fantasy, Science Fiction, Action",6.2,522.0,10.03936
Pi,"Mystery, Drama, Thriller",7.1,600.0,10.621362
Whatever,Drama,8.3,2.0,0.291914
There's Something About Mary,"Romance, Comedy",6.5,1616.0,11.688958
Plan 9 from Outer Space,"Science Fiction, Horror",4.4,137.0,8.084953
Wings,"Action, Drama, Romance, War",7.0,59.0,8.545698
The Broadway Melody,"Drama, Music, Romance",5.0,20.0,0.758012
All Quiet on the Western Front,"Drama, War",7.5,166.0,15.235056
Cimarron,"Drama, Western",5.1,22.0,1.133556
Grand Hotel,"Drama, Romance",6.5,67.0,11.118844
Cavalcade,Drama,4.6,17.0,1.196324
Mutiny on the Bounty,"Adventure, Drama, History, Romance",7.1,72.0,7.135215
The Great Ziegfeld,"Drama, Music, Romance",6.2,19.0,0.715129
The Life of Emile Zola,Drama,6.6,19.0,1.142535
You Can't Take It With You,"Comedy, Romance",7.2,79.0,4.370592
How Green Was My Valley,Drama,6.9,76.0,9.058578
Mrs. Miniver,"Drama, Romance, War",6.7,47.0,3.306745
Going My Way,"Drama, Comedy, Music",6.9,37.0,5.682778
The Lost Weekend,Drama,7.4,115.0,8.731331
The Best Years of Our Lives,"Drama, History, Romance",7.6,148.0,6.069343
Gentleman's Agreement,"Drama, Romance",6.8,48.0,6.857318
Hamlet,Drama,7.1,48.0,3.188067
All the King's Men,Drama,6.3,51.0,3.975372
The Greatest Show on Earth,"Action, Drama, Romance",6.6,51.0,4.011363
From Here to Eternity,"War, Drama, Romance",7.2,137.0,5.358582
On the Waterfront,"Crime, Drama",8.0,368.0,18.211093
Marty,"Drama, Romance",7.2,75.0,11.589081
West Side Story,"Crime, Drama, Music",7.0,399.0,8.389903
Tom Jones,"Adventure, Comedy, History, Romance",6.1,40.0,3.315827
A Man for All Seasons,"Drama, History",7.5,90.0,6.997888
In the Heat of the Night,"Crime, Drama, Mystery, Thriller",7.5,207.0,9.059617
Oliver!,"Drama, Family, Music",7.0,106.0,8.630078
Midnight Cowboy,Drama,7.4,307.0,10.579988
The French Connection,"Action, Crime, Thriller",7.4,435.0,6.694959
Rocky,Drama,7.5,1843.0,14.774066
Kramer vs. Kramer,Drama,7.4,483.0,9.741644
Ordinary People,Drama,7.4,147.0,8.934661
Chariots of Fire,"Drama, History",6.9,213.0,6.877698
Terms of Endearment,"Drama, Comedy",6.9,178.0,8.785209
Out of Africa,Drama,7.0,290.0,14.004074
The Last Emperor,"Drama, History",7.4,362.0,11.076971
Rain Man,Drama,7.6,1762.0,11.267467
Driving Miss Daisy,"Comedy, Drama",7.0,358.0,10.703677
Take the Money and Run,"Comedy, Crime",7.0,177.0,9.15948
Klute,Mystery,6.5,88.0,9.328822
Repo Man,"Comedy, Crime, Science Fiction, Thriller",6.7,146.0,6.357559
Metropolitan,"Comedy, Drama",7.0,39.0,1.68399
Labyrinth,"Adventure, Family, Fantasy",7.1,618.0,13.009688
The Breakfast Club,"Comedy, Drama",7.8,2189.0,12.627678
A Nightmare on Elm Street Part 2: Freddy's Revenge,Horror,5.7,367.0,8.668146
A Nightmare on Elm Street 3: Dream Warriors,"Horror, Thriller",6.5,363.0,10.035081
A Nightmare on Elm Street 4: The Dream Master,"Horror, Thriller",5.8,287.0,8.120317
A Nightmare on Elm Street 5: The Dream Child,"Horror, Thriller",5.5,251.0,7.534739
Freddy's Dead: The Final Nightmare,"Horror, Thriller, Comedy",5.1,280.0,11.560358
Friday the 13th,Horror,6.4,622.0,12.146747
Friday the 13th Part 2,"Horror, Thriller",6.0,321.0,8.710824
Friday the 13th Part III,"Horror, Thriller",5.7,257.0,7.99229
Friday the 13th: The Final Chapter,"Horror, Thriller",5.9,241.0,10.175913
Friday the 13th: A New Beginning,"Horror, Thriller",5.1,200.0,9.094477
Friday the 13th Part VI: Jason Lives,"Horror, Mystery, Thriller",5.7,219.0,8.122042
Friday the 13th Part VII: The New Blood,"Horror, Thriller",5.3,196.0,7.909022
Friday the 13th Part VIII: Jason Takes Manhattan,"Horror, Thriller",4.8,194.0,7.743144
Halloween,"Horror, Thriller",7.4,1066.0,13.672759
Halloween II,"Horror, Thriller",6.4,370.0,13.501144
Halloween III: Season of the Witch,"Horror, Mystery, Science Fiction",5.0,232.0,6.066618
Halloween 4: The Return of Michael Myers,"Horror, Thriller",5.9,212.0,6.199806
Halloween 5: The Revenge of Michael Myers,"Horror, Thriller",5.3,187.0,6.585405
Prom Night,"Horror, Mystery, Thriller",6.0,85.0,3.65867
Hello Mary Lou: Prom Night II,Horror,6.0,35.0,5.383766
Prom Night III: The Last Kiss,"Thriller, Comedy, Horror",5.1,15.0,1.506989
Prom Night IV: Deliver Us from Evil,Horror,4.4,15.0,2.190786
Child's Play,"Horror, Thriller",6.3,605.0,19.827546
Child's Play 2,"Drama, Horror",5.8,323.0,14.310479
Child's Play 3,"Thriller, Horror, Action",5.5,274.0,24.515462
Poltergeist,Horror,7.1,811.0,11.776326
Poltergeist II: The Other Side,"Horror, Thriller",5.8,172.0,6.701138
Poltergeist III,"Horror, Thriller",4.6,127.0,7.977693
The Exorcist,"Drama, Horror, Thriller",7.5,2046.0,12.137595
Exorcist II: The Heretic,"Horror, Thriller, Fantasy",4.5,137.0,8.266984
The Exorcist III,"Thriller, Horror, Mystery",6.1,135.0,5.861032
Lethal Weapon,"Adventure, Action, Comedy, Thriller, Crime",7.0,1367.0,13.183804
Lethal Weapon 2,"Action, Adventure, Comedy, Crime, Thriller",6.7,1066.0,12.834276
Lethal Weapon 3,"Adventure, Action, Comedy, Thriller, Crime",6.4,824.0,10.786007
Gremlins,"Fantasy, Horror, Comedy",6.9,1629.0,11.333125
Gremlins 2: The New Batch,"Comedy, Horror, Fantasy",6.3,664.0,14.383185
The Goonies,"Adventure, Comedy, Family",7.4,1563.0,14.280703
The Mask of Zorro,"Action, Adventure",6.3,1211.0,11.348096
Polish Wedding,"Comedy, Drama",5.4,18.0,4.387797
"This World, Then the Fireworks","Crime, Drama, Thriller",0.0,0.0,0.02329
Soylent Green,"Mystery, Science Fiction, Thriller",6.8,305.0,7.630456
Metropolis,"Drama, Science Fiction",8.0,666.0,14.487867
Back to the Future Part II,"Adventure, Comedy, Family, Science Fiction",7.4,3926.0,13.689855
Back to the Future Part III,"Adventure, Comedy, Family, Science Fiction",7.1,2978.0,13.043999
The Poseidon Adventure,"Action, Adventure",7.3,274.0,10.341849
Freaky Friday,"Fantasy, Comedy, Family",6.3,64.0,8.977922
The Absent-Minded Professor,"Comedy, Family, Science Fiction",6.7,41.0,3.708247
The Apple Dumpling Gang Rides Again,"Comedy, Family, Western",6.3,18.0,1.036492
Babes in Toyland,"Fantasy, Science Fiction, Family",5.8,18.0,1.365451
Bambi,"Animation, Drama, Family",6.8,1450.0,13.698132
Seven Samurai,"Action, Drama",8.2,892.0,15.01777
Dangerous Liaisons,"Drama, Romance",7.1,267.0,11.46781
Dune,"Action, Science Fiction, Adventure",6.5,576.0,9.261189
The Last Temptation of Christ,Drama,7.0,206.0,11.370288
The Godfather: Part III,"Crime, Drama, Thriller",7.1,1589.0,17.185349
The Rapture,"Mystery, Drama",6.4,15.0,8.319631
Lolita,"Drama, Romance",7.0,288.0,10.618141
Disturbing Behavior,"Mystery, Horror, Science Fiction",5.5,104.0,11.054751
Jane Austen's Mafia!,"Comedy, Crime",5.4,52.0,6.046893
Saving Private Ryan,"Drama, History, War",7.9,5148.0,21.758054
Billy's Hollywood Screen Kiss,"Comedy, Romance",5.2,11.0,3.993327
East Palace West Palace,Drama,8.3,3.0,1.108362
The Million Dollar Duck,"Comedy, Family",5.7,13.0,0.808654
